Category,Rank,Tier,Name,Threat Class,Threat Score,EHP,DPS,HP,ATK,DEF,RES,Attack Interval,Rank (threat_score),Tier (threat_score),Rank (hp),Tier (hp),Rank (ehp),Tier (ehp),Rank (dps),Tier (dps),Rank (atk),Tier (atk),Rank (def),Tier (def),Rank (res),Tier (res),Rank (weight),Tier (weight)
boss,7,C,最后的骑士,BOSS,5697,2295000,721,100000,2000,4000,70.0,3.50,7,C,5,C,1,S,7,C,8,D,3,B,4,B,8,D
boss,8,D,熔戈者，护王余火,BOSS,4790,420000,1239,70000,2200,1500,50.0,4.50,8,D,6,C,9,E,5,C,5,C,7,C,9,E,5,C
boss,9,E,“祟”,BOSS,4789,936000,900,40000,3000,4000,80.0,5.00,9,E,10,F,6,C,6,C,4,B,4,B,3,B,3,B
boss,10,F,饮泣之刺,BOSS,1562,237500,300,50000,0,1000,50.0,5.00,10,F,8,D,10,F,10,F,10,F,10,F,10,F,10,F
elite,1,OP,巨声,ELITE,1770,445500,489,30000,1500,1200,60.0,3.50,1,OP,1,OP,1,OP,21,A,1,OP,12,S,1,OP,19,A
elite,2,OP,直球队坚定守门员,ELITE,1716,297000,587,30000,1400,1300,50.0,3.00,2,OP,2,OP,2,OP,8,S,9,S,8,S,22,A,58,C
elite,3,OP,直球队守门员,ELITE,1441,236250,520,25000,1200,1200,50.0,3.00,3,S,8,S,4,S,11,S,14,A,13,A,23,A,59,C
elite,4,S,裹骸死士,ELITE,1105,108000,620,24000,1500,800,60.0,3.00,4,S,18,A,29,A,4,S,2,OP,42,B,2,OP,20,A
elite,5,S,挥铳圣像,ELITE,1102,112500,750,25000,1500,1000,40.0,2.00,5,S,9,S,26,A,1,OP,3,S,21,A,61,C,21,A
elite,6,S,直球队坚定击球手,ELITE,1093,188100,480,22000,900,1100,40.0,2.50,6,S,21,A,9,S,22,A,39,B,20,A,62,C,111,F
elite,7,S,直球队坚定击人手,ELITE,1086,162000,550,18000,1100,1200,40.0,2.00,7,S,43,B,12,S,10,S,22,A,14,A,63,C,112,F
elite,8,S,指挥官厄尔苏拉,ELITE,1075,229500,276,30000,800,800,50.0,3.70,8,S,3,S,6,S,61,C,51,B,43,B,24,A,1,OP
elite,9,S,渎罪奇美拉,ELITE,1010,236250,300,25000,1200,1200,50.0,5.00,9,S,10,S,5,S,51,B,15,A,15,A,25,A,22,A
elite,10,S,集团军中坚盾卫,ELITE,972,262500,250,25000,950,1800,60.0,3.80,10,S,11,S,3,S,70,C,37,B,1,OP,3,S,23,A
elite,11,S,马特奥的近卫,ELITE,952,178125,385,25000,1300,1200,30.0,4.00,11,S,12,S,10,S,33,B,13,A,16,A,85,D,60,C
elite,12,S,恐怖厨子,ELITE,924,195000,240,20000,1200,1800,40.0,5.00,12,S,26,A,8,S,74,C,16,A,2,OP,64,C,24,A
elite,13,S,直球队击球手,ELITE,921,145800,440,18000,800,1000,40.0,2.50,13,A,44,B,16,A,26,A,52,B,22,A,65,C,113,F
elite,14,A,米奥，热烈的考验者,ELITE,884,142500,280,30000,800,1000,50.0,5.00,14,A,4,S,18,A,58,C,53,B,23,A,26,A,2,OP
elite,15,A,直球队击人手,ELITE,871,114750,500,15000,1000,900,40.0,2.00,15,A,63,C,23,A,14,A,30,A,36,B,66,C,114,F
elite,16,A,乌萨斯战争术师,ELITE,843,127500,330,20000,750,900,40.0,5.00,16,A,27,A,21,A,43,B,64,C,37,B,67,C,61,C
elite,17,A,美声水手长,ELITE,839,112500,343,30000,850,800,30.0,3.00,17,A,5,S,27,A,41,B,49,B,44,B,86,D,25,A
elite,18,A,“左手”泰特斯·白杨,ELITE,828,144000,360,20000,750,700,50.0,2.50,18,A,28,A,17,A,37,B,65,C,62,C,27,A,62,C
elite,19,A,大富翁,ELITE,827,156250,280,25000,1400,1500,60.0,5.00,19,A,13,A,13,A,59,C,10,S,3,S,4,S,3,S
elite,20,A,巫王乐团大提琴家,ELITE,818,210000,175,20000,700,1000,60.0,4.00,20,A,29,A,7,S,103,E,71,C,24,A,5,S,26,A
elite,21,A,反壳龟·缚,ELITE,803,71688,625,18500,500,750,40.0,0.80,21,A,42,B,55,B,3,S,103,E,60,C,68,C,27,A
elite,22,A,“校官”,ELITE,775,101250,380,27000,800,700,40.0,2.50,22,A,7,S,32,B,35,B,54,B,63,C,69,C,4,S
elite,23,A,游击队盾卫组长,ELITE,774,156250,211,25000,800,1500,60.0,3.80,23,A,14,A,14,A,84,D,55,B,4,S,6,S,28,A
elite,24,A,马特奥的亲卫,ELITE,774,114750,395,18000,1100,1000,30.0,4.00,24,A,45,B,24,A,31,B,23,A,25,A,87,D,63,C
elite,25,A,集团军核心指挥官,ELITE,768,65000,750,20000,1500,500,40.0,2.00,25,A,30,A,64,C,2,OP,4,S,91,D,70,C,99,E
elite,26,A,飞腿毛贼,ELITE,763,88000,600,22000,0,700,50.0,1.00,26,A,22,A,37,B,6,S,111,F,64,C,28,A,107,E
elite,27,A,“铣痕”团伙精锐佣兵,ELITE,757,70200,567,19500,1420,640,40.0,2.80,27,A,39,B,57,C,9,S,8,S,76,C,71,C,29,A
elite,28,A,孽罪奇美拉,ELITE,736,171000,220,20000,800,1000,50.0,5.00,28,A,31,B,11,S,82,D,56,C,26,A,29,A,30,A
elite,29,A,无羁的“盛怒”,ELITE,735,64000,500,16000,1500,900,30.0,3.00,29,A,60,C,67,C,15,A,5,S,38,B,88,D,64,C
elite,30,A,岩甲兽·咒,ELITE,735,82875,418,19500,950,950,35.0,4.00,30,A,40,B,40,B,29,A,38,B,34,B,83,D,5,S
elite,31,A,马特奥的警卫,ELITE,713,114750,335,18000,1100,1000,30.0,4.00,31,B,46,B,25,A,42,B,24,A,27,A,89,D,65,C
elite,32,B,传奇战争幽灵,ELITE,705,63000,467,12000,1400,500,60.0,3.00,32,B,85,D,71,C,24,A,11,S,92,D,7,S,66,C
elite,33,B,异光体洋流使者,ELITE,693,64163,520,14500,1200,770,60.0,3.00,33,B,78,C,66,C,12,S,17,A,59,C,8,S,31,B
elite,34,B,血腥厨子,ELITE,687,129375,200,15000,1000,1500,40.0,5.00,34,B,64,C,20,A,88,D,31,B,5,S,72,C,32,B
elite,35,B,鄙瘴,ELITE,680,97200,360,18000,900,500,30.0,2.50,35,B,47,B,33,B,38,B,40,B,93,D,90,D,67,C
elite,36,B,粹影魂灵法骸,ELITE,666,76500,403,18000,1200,800,50.0,3.50,36,B,48,B,47,B,30,A,18,A,45,B,30,A,33,B
elite,37,B,赏金猎人扰乱者队长,ELITE,664,75000,300,20000,750,600,50.0,2.50,37,B,32,B,49,B,52,B,66,C,77,C,31,B,6,S
elite,38,B,倾轧者,ELITE,661,106250,286,25000,1000,1000,30.0,3.50,38,B,15,A,30,A,55,B,32,B,28,A,91,D,34,B
elite,39,B,眩光记录员,ELITE,660,108750,303,29000,730,600,50.0,3.00,39,B,6,S,28,A,50,B,69,C,78,C,32,B,68,C
elite,40,B,爆鸣水手长,ELITE,659,81250,293,25000,700,600,30.0,3.00,40,B,16,A,42,B,54,B,72,C,79,C,92,D,35,B
elite,41,B,深池护卫队精锐成员,ELITE,658,77000,360,22000,750,600,40.0,2.50,41,B,23,A,46,B,39,B,67,C,80,C,73,C,7,S
elite,42,B,集团军盾卫,ELITE,653,140625,211,15000,800,1500,60.0,3.80,42,B,65,C,19,A,85,D,57,C,6,S,9,S,36,B
elite,43,B,岩甲兽,ELITE,652,69750,390,18000,840,850,30.0,4.00,43,B,49,B,60,C,32,B,50,B,41,B,93,D,8,S
elite,44,B,战术防御者组长,ELITE,648,70000,329,10000,700,1000,60.0,2.60,44,B,93,D,59,C,44,B,73,C,29,A,10,S,37,B
elite,45,B,新硎,ELITE,642,50750,614,14000,1350,750,30.0,2.20,45,B,79,C,89,D,5,S,12,S,61,C,94,D,69,C
elite,46,B,残党乐团大提琴家,ELITE,640,149625,150,15000,600,900,60.0,4.00,46,B,66,C,15,A,109,F,87,D,39,B,11,S,38,B
elite,47,B,“受诅者”,ELITE,638,96250,176,22000,880,950,40.0,5.00,47,B,24,A,34,B,102,E,48,B,35,B,74,C,9,S
elite,48,B,不动的“偷闲”,ELITE,630,103500,211,18000,800,1300,60.0,3.80,48,B,50,B,31,B,86,D,58,C,9,S,12,S,39,B
elite,49,B,锋盔骑士团精锐,ELITE,629,93600,320,13000,650,700,50.0,2.50,49,B,82,D,35,B,46,B,81,D,65,C,33,B,70,C
elite,50,B,改进型量产巨像,ELITE,623,115000,200,20000,800,1400,50.0,4.00,50,B,33,B,22,A,89,D,59,C,7,S,34,B,40,B
elite,51,B,高级武装人员,ELITE,619,67500,429,18000,1500,800,30.0,3.50,51,B,51,B,62,C,27,A,6,S,46,B,95,D,71,C
elite,52,B,“大斧”,ELITE,619,67500,429,18000,1500,800,30.0,3.50,52,B,52,B,63,C,28,A,7,S,47,B,96,D,72,C
elite,53,B,家族暗影灭迹人,ELITE,586,74250,350,18000,1050,800,45.0,3.00,53,B,53,B,51,B,40,B,27,A,48,B,58,C,73,C
elite,54,B,复核洋流使者,ELITE,581,49830,470,13200,1050,660,45.0,3.00,54,B,81,D,91,D,23,A,28,A,70,C,59,C,41,B
elite,55,B,万国信使，奥伦,ELITE,577,89125,259,23000,700,550,60.0,2.70,55,B,19,A,36,B,68,C,74,C,85,D,13,A,42,B
elite,56,B,怪葫芦,ELITE,573,36000,500,12000,600,500,30.0,1.20,56,C,86,D,102,E,16,A,88,D,94,D,97,D,43,B
elite,57,B,战争幽灵,ELITE,570,52500,367,10000,1100,500,60.0,3.00,57,C,94,D,85,D,36,B,25,A,95,D,14,A,74,C
elite,58,C,拟南兽（闪光友方）,ELITE,570,87500,281,25000,900,500,50.0,3.20,58,C,17,A,38,B,57,C,41,B,96,D,35,B,75,C
elite,59,C,自助出餐终端原型机,ELITE,545,44000,510,8000,900,1300,50.0,2.00,59,C,105,E,97,D,13,A,42,B,10,S,36,B,76,C
elite,60,C,集团军前线指挥员,ELITE,543,48750,500,15000,1000,500,40.0,2.00,60,C,67,C,93,D,17,A,33,B,97,D,75,C,100,E
elite,61,C,注能魂灵法骸,ELITE,540,63750,317,15000,900,800,50.0,3.50,61,C,68,C,68,C,49,B,43,B,49,B,37,B,44,B
elite,62,C,游击队盾卫,ELITE,538,86250,184,15000,700,1300,60.0,3.80,62,C,69,C,39,B,98,D,75,C,11,S,15,A,45,B
elite,63,C,阿格尼尔神父,ELITE,529,71500,200,22000,900,500,40.0,4.50,63,C,25,A,56,C,90,D,44,B,98,D,76,C,10,S
elite,64,C,泥岩小队践行者组长,ELITE,526,73125,286,13000,1000,800,30.0,3.50,64,C,83,D,52,B,56,C,34,B,50,B,98,D,77,C
elite,65,C,深池护卫队成员,ELITE,526,55250,320,17000,650,500,40.0,2.50,65,C,57,C,81,D,47,B,82,D,99,E,77,C,11,S
elite,66,C,“被弃者”,ELITE,521,78375,144,19000,720,900,35.0,5.00,66,C,41,B,45,B,110,F,70,C,40,B,84,D,12,S
elite,67,C,山雪鬼队长,ELITE,520,80000,216,20000,800,700,50.0,3.70,67,C,34,B,43,B,83,D,60,C,66,C,38,B,13,A
elite,68,C,赏金猎人扰乱者,ELITE,517,52500,260,15000,650,500,50.0,2.50,68,C,70,C,86,D,65,C,83,D,100,E,39,B,14,A
elite,69,C,锋盔骑士团学徒,ELITE,516,72000,280,10000,550,700,50.0,2.50,69,C,95,D,54,B,60,C,98,D,67,C,40,B,78,C
elite,70,C,赏金猎人弩手队长,ELITE,514,65000,260,20000,600,600,30.0,3.00,70,C,35,B,65,C,66,C,89,D,81,D,99,E,101,E
elite,71,C,恶笼草,ELITE,509,30000,600,10000,600,500,30.0,1.00,71,C,96,D,106,E,7,S,90,D,101,E,100,E,46,B
elite,72,C,乌顶巨角卢鲁,ELITE,508,75000,260,20000,1000,800,30.0,5.00,72,C,36,B,50,B,67,C,35,B,51,B,101,E,79,C
elite,73,C,宝箱海怪,ELITE,499,45000,384,12000,550,700,40.0,1.70,73,C,87,D,94,D,34,B,99,E,68,C,78,C,47,B
elite,74,C,帝国前锋百战精锐,ELITE,495,63750,267,15000,1200,800,50.0,4.50,74,C,71,C,69,C,62,C,19,A,52,B,41,B,48,B
elite,75,C,沉沙,ELITE,486,35750,500,11000,1100,600,30.0,2.20,75,C,92,D,103,E,18,A,26,A,82,D,102,E,80,C
elite,76,C,帝国炮火中枢先兆者,ELITE,485,68000,240,16000,1200,800,50.0,5.00,76,C,61,C,61,C,75,C,20,A,53,B,42,B,49,B
elite,77,C,战术防御者,ELITE,485,39200,329,7000,700,800,40.0,2.60,77,C,112,F,100,E,45,B,76,C,54,B,79,C,50,B
elite,78,C,深池塑能术师队长,ELITE,480,72500,240,20000,0,550,50.0,5.00,78,C,37,B,53,B,76,C,112,F,86,D,43,B,81,D
elite,79,C,命定的反派,ELITE,472,70125,188,17000,640,650,60.0,5.00,79,C,58,C,58,C,96,D,86,D,71,C,16,A,82,D
elite,80,C,“慰朽灵幛”,ELITE,467,63000,240,18000,1200,500,50.0,5.00,80,C,54,B,72,C,77,C,21,A,102,E,44,B,51,B
elite,81,C,量产巨像,ELITE,465,78750,163,15000,650,1200,50.0,4.00,81,D,72,C,44,B,105,E,84,D,17,A,45,B,52,B
elite,82,C,寻路者知名甜品商,ELITE,462,75938,180,22500,600,650,30.0,5.00,82,D,20,A,48,B,100,E,91,D,72,C,103,E,15,A
elite,83,D,寻路者信使,ELITE,452,63750,222,17000,600,500,60.0,2.70,83,D,59,C,70,C,81,D,92,D,103,E,17,A,53,B
elite,84,D,Dor-γ号改造体,ELITE,447,59063,200,7500,600,1200,50.0,3.00,84,D,110,F,74,C,91,D,93,D,18,A,46,B,83,D
elite,85,D,箱形恐鱼,ELITE,445,30000,500,10000,600,500,30.0,1.20,85,D,97,D,107,E,19,A,94,D,104,E,104,E,84,D
elite,86,D,巨壳藤蔓,ELITE,445,30000,500,10000,600,500,30.0,1.20,86,D,98,D,108,E,20,A,95,D,105,E,105,E,85,D
elite,87,D,泥岩小队践行者,ELITE,437,56250,257,10000,900,800,30.0,3.50,87,D,99,E,78,C,69,C,45,B,55,B,106,E,86,D
elite,88,D,“偷闲”,ELITE,437,57000,184,12000,700,1000,50.0,3.80,88,D,88,D,77,C,99,E,77,C,30,A,47,B,54,B
elite,89,D,家族灭迹人,ELITE,418,49500,267,12000,800,800,45.0,3.00,89,D,89,D,92,D,63,C,61,C,56,C,60,C,87,D
elite,90,D,武装人员,ELITE,408,42000,300,12000,1050,700,30.0,3.50,90,D,90,D,98,D,53,B,29,A,69,C,107,E,88,D
elite,91,D,内测版自助出餐终端,ELITE,405,27000,460,6000,800,1000,40.0,2.00,91,D,113,F,110,F,25,A,62,C,31,B,80,C,89,D
elite,92,D,帝国炮火先兆者,ELITE,399,55250,200,13000,1000,800,50.0,5.00,92,D,84,D,82,D,92,D,36,B,57,C,48,B,55,B
elite,93,D,弧光锋卫长,ELITE,399,54250,267,14000,800,650,50.0,3.00,93,D,80,C,84,D,64,C,63,C,73,C,49,B,108,E
elite,94,D,赏金猎人弩手,ELITE,399,45000,227,15000,500,500,30.0,3.00,94,D,73,C,95,D,79,C,104,E,106,E,108,E,102,E
elite,95,D,“迷迭香”的无人机,ELITE,398,50625,200,10000,700,550,40.0,5.00,95,D,100,E,90,D,93,D,78,C,87,D,81,D,90,D
elite,96,D,活性态萨卡兹术师结晶,ELITE,391,55000,210,10000,600,1200,60.0,4.00,96,D,101,E,83,D,87,D,96,D,19,A,18,A,91,D
elite,97,D,寻路者甜品商,ELITE,384,59063,160,17500,500,650,30.0,5.00,97,D,56,C,75,C,107,E,105,E,74,C,109,F,16,A
elite,98,D,帝国前锋精锐,ELITE,383,51000,200,12000,900,800,50.0,4.50,98,D,91,D,88,D,94,D,46,B,58,C,50,B,56,C
elite,99,E,山雪鬼,ELITE,378,56250,162,15000,600,600,50.0,3.70,99,E,74,C,79,C,106,E,97,D,83,D,51,B,17,A
elite,100,E,高能瓦斯车,ELITE,372,45000,157,15000,550,500,30.0,3.50,100,E,75,C,96,D,108,E,100,E,107,E,110,F,18,A
elite,101,E,“灵幛”,ELITE,369,52500,180,15000,900,500,50.0,5.00,101,E,76,C,87,D,101,E,47,B,108,E,52,B,57,C
elite,102,E,乌萨斯突击者队长,ELITE,367,35000,318,10000,700,500,50.0,2.20,102,E,102,E,105,E,48,B,79,C,109,F,53,B,103,E
elite,103,E,萨卡兹子裔链术师组长,ELITE,325,58000,138,16000,550,550,50.0,4.00,103,E,62,C,76,C,111,F,101,E,88,D,54,B,92,D
elite,104,E,残党首席小提琴家,ELITE,323,60750,130,18000,650,550,40.0,5.00,104,E,55,B,73,C,112,F,85,D,89,D,82,D,93,D
elite,105,E,骇笑看客,ELITE,319,26000,250,8000,750,600,30.0,3.00,105,E,106,E,112,F,71,C,68,C,84,D,111,F,104,E
elite,106,E,Dor-3号改造体,ELITE,317,35625,167,5000,500,1000,50.0,3.00,106,E,114,F,104,E,104,E,106,E,32,B,55,B,94,D
elite,107,E,稳定态萨卡兹术师结晶,ELITE,313,40000,185,8000,500,1000,60.0,4.00,107,E,107,E,99,E,97,D,107,E,33,B,19,A,95,D
elite,108,E,弧光锋卫,ELITE,305,36250,233,10000,700,550,50.0,3.00,108,E,103,E,101,E,78,C,80,C,90,D,56,C,109,F
elite,109,F,“红标”精英渗透者,ELITE,294,24000,250,8000,500,500,30.0,2.00,109,F,108,E,113,F,72,C,108,E,110,F,112,F,110,F
elite,110,F,乌萨斯突击者,ELITE,282,26250,250,7500,550,500,50.0,2.20,110,F,111,F,111,F,73,C,102,E,111,F,57,C,105,E
elite,111,F,泥岩小队掷能者组长,ELITE,276,30000,192,10000,500,500,30.0,2.60,111,F,104,E,109,F,95,D,109,F,112,F,113,F,96,D
elite,112,F,心涛,ELITE,250,22800,227,7600,500,500,30.0,2.20,112,F,109,F,114,F,80,C,110,F,113,F,114,F,106,E
elite,113,F,残党资深阵地术师,ELITE,224,82500,46,20000,0,650,60.0,13.00,113,F,38,B,41,B,113,F,113,F,75,C,20,A,97,D
elite,114,F,残党阵地术师,ELITE,185,56250,46,15000,0,500,60.0,13.00,114,F,77,C,80,C,114,F,114,F,114,F,21,A,98,D
normal,1,OP,龙卷风忍者,NORMAL,491,39900,500,12000,750,350,20.0,1.50,1,OP,10,S,10,S,2,OP,14,S,39,A,39,A,38,A
normal,2,OP,勤奋的钻头,NORMAL,447,47250,250,13500,750,800,20.0,3.00,2,OP,6,S,5,OP,26,A,15,S,3,OP,40,A,12,S
normal,3,OP,覆面大锤客,NORMAL,437,56250,257,10000,900,800,30.0,3.50,3,OP,24,S,1,OP,24,S,6,S,4,OP,1,OP,13,S
normal,4,OP,群集之瘴,NORMAL,401,40500,300,10000,750,200,30.0,2.50,4,OP,25,S,9,S,11,S,16,S,88,B,2,OP,14,S
normal,5,OP,度假区越野车,NORMAL,383,37500,214,15000,750,500,10.0,3.50,5,OP,1,OP,12,S,46,A,17,S,16,S,156,C,2,OP
normal,6,OP,风遁宗师,NORMAL,364,28500,275,12000,550,300,25.0,2.00,6,S,11,S,26,A,19,S,37,A,47,A,31,A,15,S
normal,7,OP,朗姆酒推荐者,NORMAL,357,28875,333,10500,1000,500,20.0,3.00,7,S,22,S,22,S,5,OP,1,OP,17,S,41,A,16,S
normal,8,S,假酒海盗,NORMAL,357,28875,333,10500,1000,500,20.0,3.00,8,S,23,S,23,S,6,S,2,OP,18,S,42,A,17,S
normal,9,S,巨大雪球投手,NORMAL,353,32500,267,10000,800,700,20.0,3.00,9,S,26,A,15,S,21,S,9,S,8,S,43,A,3,OP
normal,10,S,荒神大喰怪,NORMAL,353,55463,156,14500,625,880,25.0,4.00,10,S,3,OP,2,OP,106,B,32,A,2,OP,32,A,4,OP
normal,11,S,赛场无赖射手,NORMAL,342,45000,167,15000,500,500,30.0,3.00,11,S,2,OP,6,S,89,B,44,A,19,S,3,OP,39,A
normal,12,S,过气水手,NORMAL,339,35000,229,10000,800,800,20.0,3.50,12,S,27,A,14,S,35,A,10,S,5,OP,44,A,5,OP
normal,13,S,改装排污车,NORMAL,337,37500,167,12000,750,750,10.0,4.50,13,S,12,S,13,S,90,B,18,S,7,S,157,C,6,S
normal,14,S,翠梦使者,NORMAL,332,30281,215,9500,430,350,10.0,2.00,14,S,37,A,19,S,45,A,67,B,40,A,158,C,1,OP
normal,15,S,枯焦锋脊裂兽,NORMAL,324,47775,220,13000,550,400,25.0,2.50,15,S,7,S,4,OP,40,A,38,A,28,A,33,A,197,D
normal,16,S,扶桥老手,NORMAL,322,20000,360,8000,720,300,30.0,2.00,16,S,47,A,48,A,4,OP,21,S,48,A,4,OP,7,S
normal,17,S,萨卡兹迷宫归乡者,NORMAL,313,32500,229,10000,800,700,20.0,3.50,17,S,28,A,16,S,36,A,11,S,9,S,45,A,18,S
normal,18,S,家族恫吓者,NORMAL,309,31500,167,9000,500,900,10.0,3.00,18,S,40,A,17,S,91,B,45,A,1,OP,159,C,8,S
normal,19,S,咸鳞汁推荐者,NORMAL,305,24750,283,9000,850,500,20.0,3.00,19,S,41,A,32,A,17,S,8,S,20,S,46,A,19,S
normal,20,S,标枪恐鱼,NORMAL,298,26250,200,12500,700,240,20.0,3.50,20,S,9,S,29,A,51,A,22,S,83,B,47,A,20,S
normal,21,S,提亚卡乌撕裂者,NORMAL,291,18000,389,7500,350,460,10.0,0.90,21,S,60,A,57,A,3,OP,110,B,26,A,160,C,40,A
normal,22,S,温泉“泥石流浪汉”,NORMAL,289,22500,281,10000,900,300,20.0,3.20,22,S,29,A,40,A,18,S,7,S,49,A,48,A,21,S
normal,23,S,食腐野兽,NORMAL,288,22500,306,12000,550,150,20.0,1.80,23,S,13,S,41,A,10,S,39,A,138,C,49,A,41,A
normal,24,S,大喰怪,NORMAL,288,42000,138,12000,550,800,20.0,4.00,24,S,14,S,7,S,131,C,40,A,6,S,50,A,9,S
normal,25,S,平剑客,NORMAL,285,38500,125,14000,500,400,30.0,4.00,25,S,4,OP,11,S,142,C,46,A,29,A,5,OP,22,S
normal,26,S,采掘苦工,NORMAL,281,28750,250,11500,1000,400,20.0,4.00,26,A,17,S,24,S,27,A,3,OP,30,A,51,A,69,B
normal,27,S,寻路密探长,NORMAL,278,19000,261,8000,600,350,20.0,2.30,27,A,48,A,52,A,23,S,33,A,41,A,52,A,42,A
normal,28,S,巡游零食商贩,NORMAL,271,49500,113,12000,450,500,20.0,4.00,28,A,15,S,3,OP,161,C,58,A,21,S,53,A,23,S
normal,29,A,风遁忍者,NORMAL,268,17000,250,8000,500,250,20.0,2.00,29,A,49,A,62,A,28,A,47,A,70,B,54,A,24,S
normal,30,A,“未熄”,NORMAL,259,28750,233,10000,700,550,20.0,3.00,30,A,30,A,25,S,33,A,23,S,15,S,55,A,198,D
normal,31,A,宿主流浪者,NORMAL,255,24750,217,11000,650,200,30.0,3.00,31,A,18,S,33,A,41,A,27,A,89,B,6,S,43,A
normal,32,A,源石的腿脚,NORMAL,255,24750,217,11000,650,200,30.0,3.00,32,A,19,S,34,A,42,A,28,A,90,B,7,S,44,A
normal,33,A,无忧货运帮手,NORMAL,249,5625,1000,2500,1000,200,30.0,1.00,33,A,223,F,207,E,1,OP,4,OP,91,B,8,S,70,B
normal,34,A,机鳄战甲,NORMAL,248,28500,150,9500,750,700,10.0,5.00,34,A,38,A,27,A,112,B,19,S,10,S,161,C,10,S
normal,35,A,架桥船工,NORMAL,235,12750,300,6000,600,150,30.0,2.00,35,A,85,B,86,B,12,S,34,A,139,C,9,S,11,S
normal,36,A,渴求瞩目的道具师,NORMAL,233,21375,150,9500,300,300,20.0,2.00,36,A,39,A,45,A,113,B,151,C,50,A,56,A,25,S
normal,37,A,温泉“流浪汉”,NORMAL,230,17000,234,8000,750,250,20.0,3.20,37,A,50,A,63,A,32,A,20,S,71,B,57,A,26,A
normal,38,A,寻路密探,NORMAL,223,14625,217,6500,500,300,20.0,2.30,38,A,77,B,74,B,43,A,48,A,51,A,58,A,45,A
normal,39,A,玻璃球打手,NORMAL,223,12750,250,4000,800,250,20.0,3.20,39,A,157,C,87,B,29,A,12,S,72,B,59,A,46,A
normal,40,A,提亚卡乌好战者,NORMAL,216,12100,320,5500,320,380,10.0,1.00,40,A,101,B,97,B,8,S,140,C,36,A,162,C,47,A
normal,41,A,窃笑鳄鱼,NORMAL,216,12100,320,5500,320,380,10.0,1.00,41,A,102,B,98,B,9,S,141,C,37,A,163,C,48,A
normal,42,A,“里子”,NORMAL,211,20000,183,8000,550,300,30.0,3.00,42,A,51,A,49,A,73,B,41,A,52,A,10,S,49,A
normal,43,A,密林锋脊裂兽,NORMAL,211,29750,150,10000,450,300,15.0,3.00,43,A,31,A,20,S,114,B,59,A,53,A,143,C,199,D
normal,44,A,热烈舞团领舞者,NORMAL,208,29750,120,14000,120,350,10.0,1.00,44,A,5,OP,21,S,148,C,216,E,42,A,164,C,50,A
normal,45,A,“萨科塔之眼”,NORMAL,207,11688,333,5500,1000,150,30.0,3.00,45,A,103,B,104,B,7,S,5,OP,140,C,11,S,71,B
normal,46,A,排球重扣车,NORMAL,207,18000,180,8000,450,400,10.0,2.50,46,A,52,A,58,A,76,B,60,A,31,A,165,C,27,A
normal,47,A,"拥霜羽兽
",NORMAL,206,28000,114,10000,400,200,20.0,3.50,47,A,32,A,28,A,160,C,73,B,92,B,60,A,28,A
normal,48,A,访问团强攻冠军,NORMAL,203,15750,217,7000,650,400,10.0,3.00,48,A,67,B,68,B,44,A,29,A,32,A,166,C,51,A
normal,49,A,节日零食商贩,NORMAL,202,41250,75,10000,300,500,20.0,4.00,49,A,33,A,8,S,198,D,152,C,22,S,61,A,29,A
normal,50,A,萨卡兹子裔工匠组长,NORMAL,200,19000,190,8000,380,350,20.0,2.00,50,A,53,A,53,A,64,B,91,B,43,A,62,A,72,B
normal,51,A,山海众掌令使,NORMAL,199,23375,140,11000,420,250,20.0,3.00,51,A,20,S,38,A,126,C,70,B,73,B,63,A,52,A
normal,52,A,雷遁宗师,NORMAL,190,10500,100,7000,350,100,10.0,3.50,52,A,68,B,111,B,171,D,111,B,195,D,167,D,30,A
normal,53,A,遮天面包机·果酱款,NORMAL,189,20250,160,9000,400,300,20.0,2.50,53,A,42,A,47,A,100,B,74,B,54,A,64,B,73,B
normal,54,A,街头火舞明星,NORMAL,188,18063,163,8500,650,350,10.0,4.00,54,A,46,A,56,A,99,B,30,A,44,A,168,D,53,A
normal,55,A,异质源石虫·α,NORMAL,186,15750,200,6000,400,100,20.0,2.00,55,A,86,B,69,B,52,A,75,B,196,D,65,B,74,B
normal,56,A,"惊艳事热衷者
",NORMAL,186,14400,240,7200,600,200,20.0,2.50,56,A,66,B,75,B,31,A,35,A,93,B,66,B,200,D
normal,57,A,萨卡兹枯朽战士组长,NORMAL,185,17325,180,5500,450,100,20.0,2.50,57,A,104,B,61,A,77,B,61,A,197,D,67,B,75,B
normal,58,A,可汗片影,NORMAL,184,12000,233,4000,700,500,30.0,3.00,58,A,158,C,99,B,34,A,24,S,23,S,12,S,54,A
normal,59,A,无胄盟刺客组长,NORMAL,176,12375,227,5500,500,300,20.0,2.20,59,A,105,B,91,B,39,A,49,A,55,A,68,B,76,B
normal,60,A,困困荪茸,NORMAL,175,30800,100,8000,350,500,20.0,3.50,60,A,54,A,18,S,172,D,112,B,24,S,69,B,201,D
normal,61,A,大名碎壳螈,NORMAL,172,23750,113,10000,450,300,25.0,4.00,61,A,34,A,37,A,162,C,62,A,56,A,34,A,77,B
normal,62,A,霜劫·争,NORMAL,171,25025,117,11000,350,360,15.0,3.00,62,A,21,S,31,A,153,C,113,B,38,A,144,C,202,E
