Rank,Tier,Operator,Skill,Module,Score,Phys DPS,Arts DPS,True DPS,Ele DPS,Wave TTC,Boss TTC,HPS,EHP Phys,Support Value
1511,B,Thorns,RAW,LOR-X: The Salt and the Sand,40.75,115066.15,0.00,0.00,0.00,1800.00,1800.00,0.00,4020.80,0.00
1512,B,Sesa,攻击力强化·γ型,ART-X: 'Soul Resonance',40.67,129681.95,0.00,0.00,0.00,405.55,1427.13,0.00,1655.00,240.00
1513,B,SilverAsh,RAW,LOR-X: Snow Realm Fowlcare Kit,40.63,168613.40,0.00,0.00,0.00,1800.00,1800.00,0.00,2890.00,0.00
1514,B,Wind Chimes,攻击力强化·γ型,No Module,40.63,78240.96,0.00,0.00,0.00,1800.00,1778.26,0.00,5952.45,0.00
1515,B,Titi,RAW,INC-X: 远方的礼物,40.61,0.00,84320.30,0.00,0.00,1800.00,1365.29,42160.15,2332.50,0.00
1516,B,Vulpisfoglia,RAW,No Module,40.57,74857.14,0.00,0.00,0.00,1800.00,1800.00,0.00,3045.00,0.00
1517,B,Quercus,生灵的回响,No Module,40.55,0.00,0.00,0.00,0.00,1800.00,1800.00,52560.00,3233.70,93.44
1518,B,Xingzhu,盈帙满笥,No Module,40.53,0.00,0.00,0.00,0.00,1800.00,1800.00,80615.16,1984.09,96.00
1519,B,Windscoot,RAW,LIB-X: 义,40.49,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,3585.00,0.00
1520,C,Tin Man,“大拉里”,No Module,40.46,0.00,0.00,0.00,0.00,1800.00,1800.00,28140.00,1114.00,330.00
1521,C,Leto,迅捷打击·γ型,LOR-Y: The Old Clothes,40.45,144995.74,0.00,0.00,0.00,1525.87,1800.00,0.00,2280.00,0.00
1522,C,Jessica the Liberated,RAW,SPT-X: This Hero of Mine,40.44,55008.33,0.00,0.00,0.00,1800.00,1800.00,0.00,3518.40,0.00
1523,C,Thorns,RAW,LOR-D: 沙蚀,40.43,120004.62,0.00,0.00,0.00,1800.00,1800.00,0.00,3866.80,0.00
1524,C,Weedy,液氮大炮,PUS-X: Custom Bionic Seadragon,40.36,76368.00,0.00,0.00,0.00,252.09,1442.47,0.00,2343.00,0.00
1525,C,Umiri Yahata,RAW,AMB-Y: 额外训练,40.29,12213.59,0.00,0.00,0.00,1800.00,1800.00,0.00,1874.00,238.00
1526,C,Texas the Omertosa,RAW,No Module,40.29,0.00,0.00,0.00,0.00,1800.00,1062.46,0.00,4565.71,0.00
1527,C,Tequila,剑走偏锋,LIB-X: “双重身份”,40.26,23207.80,18050.40,0.00,0.00,1800.00,1800.00,0.00,4017.00,0.00
1528,C,Tragodia,RAW,RIT-X: 酒神之心,40.25,0.00,16000.00,0.00,212000.00,917.09,192.83,0.00,1400.00,200.00
1529,C,Stormeye,旋臂,MAR-X: Stormeye证章,40.23,124292.00,0.00,0.00,0.00,1162.98,1800.00,0.00,3150.00,0.00
1530,C,Papyrus,RAW,XAH-X: 小小的种子,40.20,0.00,0.00,0.00,0.00,1800.00,1800.00,99192.98,1715.00,0.00
1531,C,Hoshiguma,荆棘,PRO-X: Amulet,40.16,24916.67,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,20.00
1532,C,Typhon,RAW,No Module,40.14,100433.33,0.00,0.00,0.00,357.61,1071.02,0.00,1702.00,20.00
1533,C,Tin Man,“老科利”,No Module,40.12,0.00,0.00,0.00,0.00,1800.00,1800.00,26747.07,1114.00,330.00
1534,C,Odda,火花溅射,HAM-X: 旧背包,40.07,211754.44,0.00,0.00,0.00,152.12,663.06,0.00,2843.00,0.00
1535,C,Marcille,RAW,SPC-Y: 才女的藏书,40.06,0.00,124019.17,0.00,0.00,426.94,917.63,0.00,1805.00,162.50
1536,C,Ambriel,阻挡弹,No Module,40.02,40118.52,0.00,0.00,0.00,1800.00,1800.00,0.00,1595.00,32.50
1537,C,Matoimaru,生命回复·β型,No Module,39.98,72106.67,0.00,0.00,0.00,1800.00,1800.00,0.00,4477.20,300.00
1538,C,Vina Victoria,重铸晖光,AFT-Y: 秩序圣“球”,39.94,0.00,156110.02,0.00,0.00,1800.00,690.76,0.00,3711.54,194.00
1539,C,Dorothy,流沙区域生成,TRP-X: 梦中人,39.92,95739.53,122809.19,0.00,0.00,696.79,827.70,0.00,1502.00,0.00
1540,C,Santalla,迅捷打击·γ型,No Module,39.85,0.00,58874.31,0.00,0.00,674.81,1299.47,0.00,1640.00,0.00
1541,C,Rosa,分裂射击,No Module,39.79,98640.00,0.00,0.00,0.00,365.34,617.24,0.00,1755.00,0.00
1542,C,Heavyrain,RAW,PRO-Y: Stickers of a Popular Character,39.78,14300.00,0.00,0.00,0.00,1800.00,1800.00,0.00,3755.00,0.00
1543,C,Stainless,铁钳号·原型机,No Module,39.75,0.00,159196.78,0.00,0.00,1800.00,919.70,0.00,2723.00,0.00
1544,C,Silence the Paradigmatic,无畏者协议,BLS-Y: 可控动量,39.66,0.00,0.00,0.00,0.00,1800.00,1800.00,5157.75,5355.79,0.00
1545,C,Tequila,当机立断,LIB-X: “双重身份”,39.62,32840.50,6016.80,0.00,0.00,1800.00,1800.00,0.00,4017.00,0.00
1546,C,Pallas,RAW,INS-X: 'Ούρος',39.52,148765.71,0.00,0.00,0.00,1483.64,1800.00,0.00,2173.00,0.00
1547,C,Degenbrecher,RAW,SWO-Y: 新合同,39.52,196035.20,0.00,0.00,0.00,1091.11,719.13,0.00,3041.00,0.00
1548,C,Saria,RAW,No Module,39.51,41035.83,0.00,0.00,0.00,1800.00,1800.00,0.00,3150.00,0.00
1549,C,Surtr,烈焰魔剑,AFT-Y: 旅游必需品,39.50,0.00,327426.53,0.00,0.00,918.15,243.55,0.00,2916.00,0.00
1550,C,Flamebringer,刃鬼,No Module,39.50,155025.86,0.00,0.00,0.00,1800.00,1800.00,0.00,5860.50,0.00
1551,C,Kroos the Keen Glint,封喉,MAR-X: Truth or Dare,39.48,89503.70,0.00,0.00,0.00,1800.00,1800.00,0.00,1710.00,0.49
1552,C,Fang the Fire-Sharpened,执守阵线,No Module,39.47,85860.00,0.00,0.00,0.00,639.41,1800.00,0.00,2226.00,0.00
1553,C,Glaucus,反制电磁脉冲,No Module,39.44,0.00,76110.76,0.00,0.00,1179.42,1044.65,0.00,1267.00,73.49
1554,C,Jessica the Liberated,RAW,No Module,39.44,42550.00,0.00,0.00,0.00,1800.00,1800.00,0.00,3608.00,0.00
1555,C,Verdant,双刃毒藤,PUM-Y: Trophies from the Jungle,39.43,145950.00,0.00,0.00,0.00,1800.00,1800.00,0.00,5470.63,0.00
1556,C,Windscoot,RAW,No Module,39.42,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,3355.00,0.00
1557,C,Mountain,震地碎岩击,FGT-Y: 'Price of Freedom',39.37,65991.05,0.00,0.00,0.00,675.16,1800.00,0.00,2945.00,0.00
1558,C,Astgenne the Lightchaser,并流连锁,No Module,39.35,0.00,70287.49,0.00,0.00,1673.71,988.05,0.00,1420.00,180.00
1559,C,Lin,RAW,No Module,39.33,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2048.00,12.25
1560,C,Lin,RAW,PLX-Y: “情与义”,39.33,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2048.00,12.25
1561,C,Sora,RAW,No Module,39.27,0.00,0.00,0.00,0.00,1800.00,1800.00,57787.50,1356.00,0.00
1562,C,Fartooth,同盟支援,DEA-Y: Fan Letters,39.25,200933.68,0.00,0.00,0.00,1588.02,893.32,0.00,1642.00,0.00
1563,C,Wulfenite,“驱兽专用”,No Module,39.24,65678.43,0.00,0.00,0.00,1800.00,1800.00,0.00,1450.00,36.75
1564,C,Hoshiguma,RAW,PRO-X: Amulet,39.18,24916.67,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,20.00
1565,C,Philae,RAW,PRP-X: 被摩挲的日子,39.14,53618.75,0.00,0.00,173171.31,1390.93,282.58,0.00,4521.79,0.00
1566,C,Укусик,火钳秘咒,No Module,39.14,0.00,0.00,0.00,0.00,1800.00,1800.00,112648.03,1650.00,0.00
1567,C,Shining,信条,No Module,39.10,0.00,0.00,0.00,0.00,1800.00,1800.00,81953.52,1613.00,65.00
1568,C,Contrail,掠空飞翎,No Module,39.09,56403.84,0.00,0.00,0.00,754.88,1800.00,0.00,2255.00,10.00
1569,C,Vigil,领袖的呼唤,TAC-Y: 时光不再,39.09,76032.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1905.00,0.00
1570,C,Hibiscus the Purifier,抚业之触,INC-X: Crystal Corsage,39.06,0.00,74753.02,0.00,0.00,1800.00,1060.05,37376.51,1648.00,210.00
1571,C,Lucilla,迷惑性洋流图,No Module,39.02,0.00,51836.93,0.00,0.00,1800.00,1545.83,0.00,1625.00,270.00
1572,C,Exusiai,扫射模式,No Module,38.98,188599.08,0.00,0.00,0.00,1700.95,1800.00,0.00,1890.49,0.00
1573,C,Shalem,速战速决,No Module,38.98,0.00,133410.06,0.00,0.00,1800.00,757.59,0.00,4635.00,0.00
1574,C,Shalem,速战速决,No Module,38.98,0.00,133410.06,0.00,0.00,1800.00,757.59,0.00,4635.00,0.00
1575,C,Wind Chimes,RAW,CRU-X: 致继任者,38.97,76127.76,0.00,0.00,0.00,1800.00,1528.62,0.00,6801.47,0.00
1576,C,Verdant,RAW,PUM-Y: Trophies from the Jungle,38.94,104250.00,0.00,0.00,0.00,1800.00,1800.00,0.00,5294.16,0.00
1577,C,Nine-Colored Deer,RAW,No Module,38.86,0.00,0.00,0.00,0.00,1800.00,1800.00,32400.00,2542.03,57.60
1578,C,Fartooth,迅捷打击·γ型,DEA-Y: Fan Letters,38.84,198222.52,0.00,0.00,0.00,1611.64,657.12,0.00,1642.00,0.00
1579,C,Astgenne the Lightchaser,RAW,No Module,38.83,0.00,41227.69,0.00,0.00,1800.00,1707.60,0.00,1420.00,180.00
1580,C,Fuze,霰射炸药,CEN-Y: Sublinguistical Sign Showing System,38.80,107332.87,0.00,0.00,0.00,222.05,1744.44,0.00,5325.00,0.00
1581,C,Violet Mizutsune Orchid,刚射,No Module,38.76,136155.75,0.00,0.00,0.00,1800.00,1800.00,0.00,1788.00,24.50
1582,C,Sora,睡眠之歌,BAR-X: “齐唱”,38.71,0.00,0.00,0.00,0.00,1800.00,1800.00,89787.29,1556.00,0.00
1583,C,Haruka,RAW,BLS-Y: 迟来的纪念,38.68,0.00,0.00,0.00,0.00,1800.00,1800.00,23707.25,2995.71,0.00
1584,C,Sankta Miksaparato,RAW,SPT-Y: “老朋友”,38.62,68867.52,0.00,0.00,0.00,1800.00,1800.00,0.00,3677.23,0.00
1585,C,Bassline,急救,GUA-Y: Bestowed Trinket,38.61,39291.67,0.00,0.00,0.00,1800.00,1800.00,39723.30,3741.18,0.00
1586,C,Specter,RAW,CEN-X: Dim Candlelight,38.58,75133.33,0.00,0.00,0.00,393.44,1800.00,0.00,3682.00,0.00
1587,C,Tequila,剑走偏锋,No Module,38.56,20256.13,16670.40,0.00,0.00,1800.00,1800.00,0.00,3757.00,0.00
1588,C,Specter the Unchained,RAW,No Module,38.51,58266.67,0.00,0.00,0.00,1800.00,1800.00,0.00,3447.69,0.00
1589,C,Kirin R Yato,鬼人化,No Module,38.46,172425.12,0.00,0.00,0.00,1602.51,1800.00,0.00,1629.00,0.00
1590,C,Umiri Yahata,RAW,No Module,38.41,10034.57,0.00,0.00,0.00,1800.00,1800.00,0.00,1729.00,229.20
1591,C,Nightmare,夜魇魔影,No Module,38.38,0.00,58716.80,0.00,0.00,1622.99,1363.88,0.00,1510.00,225.00
1592,C,Eyjafjalla,二重咏唱,No Module,38.38,0.00,169860.75,0.00,0.00,1800.00,660.68,0.00,1743.00,48.00
1593,C,Greyy the Lightningbearer,迅捷打击·γ型,No Module,38.37,128823.22,0.00,0.00,0.00,408.68,1800.00,0.00,1730.00,5.33
1594,C,Kichisei,吉星高照！,No Module,38.30,65337.71,0.00,0.00,0.00,920.57,1800.00,0.00,2310.00,28.37
1595,C,Titi,缓蚀,INC-X: 远方的礼物,38.29,0.00,108211.05,0.00,0.00,1800.00,1015.72,54105.53,2332.50,0.00
1596,C,Lessing,RAW,DRE-X: Blade Seal,38.19,193067.60,0.00,0.00,0.00,1800.00,1800.00,0.00,4082.00,0.00
1597,C,Amiya (Medic),RAW,INC-X: 带有灼痕的裙子,38.19,0.00,85800.00,0.00,0.00,1800.00,1759.20,42900.00,2956.61,24.00
1598,C,Titi,RAW,No Module,38.10,0.00,76884.40,0.00,0.00,1800.00,1500.47,38442.20,2107.50,0.00
1599,C,Archetto,箭矢·暴风,MAR-Y: 'Seeds of Tomorrow',38.08,173101.68,0.00,0.00,0.00,983.67,1800.00,0.00,1705.00,0.00
1600,C,Surfer,探寻,No Module,38.01,98400.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1950.00,0.00
1601,C,Mountain,RAW,FGT-Y: 'Price of Freedom',37.99,100195.90,0.00,0.00,0.00,1800.00,1800.00,0.00,2945.00,0.00
1602,C,Melanite,临界爆发,ARC-Y: Fragrance Earrings,37.98,200084.99,0.00,0.00,0.00,1595.35,925.79,0.00,1664.00,240.00
1603,C,Rose Salt,上佳的应急药呀,RIN-X: 多彩盐漠生活,37.98,0.00,0.00,0.00,0.00,1800.00,1800.00,121740.21,1775.00,0.00
1604,C,Ebenholz,寂静之声,No Module,37.96,0.00,252937.44,0.00,0.00,1232.31,431.70,0.00,1678.00,0.00
1605,C,Mechanist,结构稳定,No Module,37.95,8050.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1250.00,35.00
1606,C,Pepe,RAW,HAM-X: 晴雨,37.91,81807.00,0.00,0.00,0.00,300.67,1092.46,0.00,3151.00,0.00
1607,C,Gladiia,缺水的大洋裂断,No Module,37.88,192806.24,0.00,0.00,0.00,1800.00,1477.60,0.00,3848.33,0.00
1608,C,Tequila,当机立断,No Module,37.82,27386.33,5556.80,0.00,0.00,1800.00,1800.00,0.00,3757.00,0.00
1609,C,Nearl,RAW,GUA-X: Improved Knight Shield,37.79,42550.00,0.00,0.00,0.00,1800.00,1800.00,0.00,4620.00,0.00
1610,C,Tsukinogi,RAW,No Module,37.79,0.00,0.00,0.00,0.00,1800.00,1800.00,32400.00,2594.83,57.60
1611,C,Fiammetta,“你须愧悔”,ART-X: A Long Journey,37.78,245015.12,0.00,0.00,0.00,198.89,446.43,0.00,1945.26,0.00
1612,C,Mountain,震地碎岩击,FGT-X: “夜深人静”,37.74,60464.98,0.00,0.00,0.00,753.16,1800.00,0.00,2995.00,0.00
1613,C,Conviction,断罪,DRE-X: The Fist of Conviction,37.73,80515.82,0.00,0.00,0.00,1800.00,1800.00,0.00,3483.00,122.49
1614,C,Angelina,秘杖·速充模式,DEC-X: Experimental Anti-Gravity Module,37.65,0.00,147729.09,0.00,0.00,1800.00,995.50,0.00,1735.00,24.00
1615,C,Asbestos,火电模式,AST-X: “石棉大战双头钳兽”,37.64,0.00,68342.40,0.00,0.00,880.67,1074.92,0.00,3285.00,0.00
1616,C,Bagpipe,迅捷打击·γ型,No Module,37.61,95847.48,0.00,0.00,0.00,1800.00,1800.00,0.00,2484.00,0.00
1617,C,Stainless,RAW,CRA-Y: 海布里印记,37.58,0.00,106265.60,0.00,0.00,1800.00,1414.19,0.00,3123.00,0.00
1618,C,Quartz,全力相搏,CRU-X: 钟表修理套组,37.56,79725.48,0.00,0.00,0.00,1767.09,1800.00,0.00,7107.68,0.00
1619,C,Mountain,RAW,FGT-X: “夜深人静”,37.56,91909.74,0.00,0.00,0.00,1800.00,1800.00,0.00,2995.00,0.00
1620,C,Melanite,RAW,No Module,37.53,82041.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1664.00,240.00
1621,C,Thorns,RAW,No Module,37.46,94846.15,0.00,0.00,0.00,1800.00,1800.00,0.00,3656.80,0.00
1622,C,Franka,迅捷打击·γ型,DRE-X: Cutting-edge Thermite Unit,37.45,134829.91,0.00,0.00,0.00,1800.00,1800.00,0.00,3988.00,0.00
1623,C,Doc,以暴制暴,INS-Y: 'The Third Power',37.44,242529.52,0.00,0.00,0.00,948.77,1800.00,0.00,3116.10,0.00
1624,C,Tulip,RAW,SOL-X: 郁金香证章,37.36,55878.10,0.00,0.00,0.00,1800.00,1800.00,0.00,2095.00,0.00
1625,C,Akafuyu,信影流·十文字胜,No Module,37.34,147148.89,0.00,0.00,0.00,1800.00,1800.00,0.00,8178.75,0.00
1626,C,Nyamu Yūtenji,RAW,HAM-X: 年轻的麦子,37.29,92480.47,0.00,0.00,0.00,431.06,1800.00,0.00,2660.00,120.00
1627,C,Corroserum,专注力超载,BLA-X: Unerasable,37.27,0.00,109908.28,0.00,0.00,493.19,1026.22,0.00,1762.00,122.49
1628,C,Quartz,攻击力强化·β型,CRU-X: 钟表修理套组,37.26,72857.28,0.00,0.00,0.00,1800.00,1581.86,0.00,7107.68,0.00
1629,C,Siege,RAW,SOL-X: 'Candy Box',37.26,67565.71,0.00,0.00,0.00,1800.00,1800.00,0.00,2251.00,0.00
1630,C,Stormeye,心手合一,MAR-X: Stormeye证章,37.26,109159.92,0.00,0.00,0.00,1545.62,1800.00,0.00,1750.00,0.00
1631,C,Ashlock,攻击力强化·γ型,FOR-X: Outdoor Essential Kit,37.19,107452.57,0.00,0.00,0.00,319.62,788.97,0.00,3532.00,0.00
1632,C,Phantom,暗夜魅影,EXE-Y: 'Think of Me',37.15,54361.29,0.00,0.00,0.00,1800.00,1800.00,0.00,5329.80,0.00
1633,C,Paprika,RAW,No Module,37.10,0.00,0.00,0.00,0.00,1800.00,1800.00,81838.84,2332.40,0.00
1634,C,Saria,急救,No Module,37.00,41035.83,0.00,0.00,0.00,1800.00,1800.00,40439.11,3150.00,0.00
1635,C,Rose Salt,RAW,No Module,36.99,0.00,0.00,0.00,0.00,1800.00,1800.00,89412.63,1675.00,0.00
1636,C,Degenbrecher,纯粹的武力,SWO-Y: 新合同,36.98,144020.81,0.00,0.00,0.00,210.94,171.89,0.00,3041.00,0.00
1637,C,Kroos the Keen Glint,封喉,No Module,36.96,75000.64,0.00,0.00,0.00,1800.00,1800.00,0.00,1520.00,0.49
1638,C,Frost,陷阱部署,TRP-Y: Metallic Spring Loaded Trap,36.93,112173.18,0.00,0.00,0.00,1800.00,1800.00,0.00,1359.00,18.37
1639,C,Mechanist,不变性原理,PRO-X: Mechanist证章,36.92,8050.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,35.00
1640,C,Sankta Miksaparato,RAW,No Module,36.92,38522.00,0.00,0.00,0.00,1800.00,1800.00,0.00,3677.18,0.00
1641,C,Crackborne,溃决,PRP-X: “漂洗”,36.91,30200.00,0.00,0.00,49964.39,1800.00,840.85,0.00,3545.00,120.00
1642,C,Mutsumi Wakaba,RAW,PUM-Y: 睦的新朋友,36.87,86633.33,0.00,0.00,0.00,1800.00,1800.00,0.00,4626.14,0.00
1643,C,Bison,深化阵线,PRO-X: 'The Journey Thus Far',36.82,13750.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,166.67
1644,C,Haruka,RAW,No Module,36.77,0.00,0.00,0.00,0.00,1800.00,1800.00,21390.00,2695.71,0.00
1645,C,Franka,极致锋度,DRE-X: Cutting-edge Thermite Unit,36.76,151347.54,0.00,0.00,0.00,1800.00,1683.86,0.00,3988.00,0.00
1646,C,Dagda,反制技巧,No Module,36.76,114346.20,0.00,0.00,0.00,1800.00,1800.00,0.00,7518.00,0.00
1647,C,Ch'en the Dawnstreak,RAW,AFT-X: 记忆残页,36.73,0.00,185477.65,0.00,0.00,1731.90,570.65,0.00,3330.00,0.00
1648,C,Vina Victoria,重铸晖光,No Module,36.69,0.00,122173.06,0.00,0.00,1800.00,901.08,0.00,3711.54,194.00
1649,C,Hoshiguma,力之锯,PRO-X: Amulet,36.69,44088.89,0.00,0.00,0.00,1246.02,1800.00,0.00,1200.00,20.00
1650,C,Mudrock,防御力强化·γ型,UNY-Y: 沃土的愿景,36.66,137027.10,0.00,0.00,0.00,1800.00,1800.00,0.00,1846.15,0.00
1651,C,Irene,起风,No Module,36.66,186144.00,0.00,0.00,0.00,1156.90,1523.19,0.00,2935.00,0.00
1652,C,Nine-Colored Deer,仙山去远,No Module,36.64,0.00,0.00,0.00,0.00,1800.00,1800.00,32400.00,4357.76,57.60
1653,C,Aroma,小心地滑,BLA-X: Lemon-flavored Childhood,36.62,0.00,109192.90,0.00,0.00,497.02,1046.79,0.00,1781.00,225.00
1654,C,Rathalos S Noir Corne,RAW,SBL-X: Noir Corne's Personal Notes,36.59,111918.00,0.00,0.00,0.00,1800.00,1800.00,0.00,8036.00,0.00
1655,C,Aegis,全弹发射,BRK-X: 约定的证明,36.54,265559.93,0.00,0.00,0.00,1166.83,534.43,0.00,1960.00,150.00
1656,C,Vigna,槌音,No Module,36.53,178178.13,0.00,0.00,0.00,1800.00,1585.17,0.00,1845.00,0.00
1657,C,Valarqvin,我见枯朽之后,RIT-X: 启行未来的灯,36.48,0.00,61105.07,0.00,126610.62,1145.99,274.88,0.00,1242.00,8.00
1658,C,Mayer,爆破回收,SUM-X: 'Meeboo' Control Terminal XP,36.46,0.00,47913.60,0.00,0.00,1800.00,1642.67,0.00,1188.00,174.50
1659,C,Tulip,RAW,No Module,36.42,38095.24,0.00,0.00,0.00,1800.00,1800.00,0.00,2095.00,0.00
1660,C,Bison,深化阵线,No Module,36.40,13750.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,166.67
1661,C,Silence the Paradigmatic,RAW,BLS-X: Hard to Keep Awake,36.39,0.00,0.00,0.00,0.00,1800.00,1800.00,0.00,4382.47,0.00
1662,C,Heidi,虚构故事·怒士,BAR-X: 华贵璀璨的死斗,36.35,0.00,0.00,0.00,0.00,1800.00,1800.00,61940.26,1360.00,110.00
1663,C,Fang the Fire-Sharpened,贯敌刺枪,CHG-X: The Dauntless,36.34,69826.67,0.00,0.00,0.00,1800.00,1800.00,0.00,2226.00,0.00
1664,C,Hoshiguma,力之锯,No Module,36.33,44088.89,0.00,0.00,0.00,1246.02,1800.00,0.00,1200.00,20.00
1665,C,Skadi,RAW,DRE-X: No Ending to This Dream,36.32,143289.60,0.00,0.00,0.00,1800.00,1800.00,0.00,4186.00,0.00
1666,C,Nyamu Yūtenji,如焰般热烈,HAM-X: 年轻的麦子,36.31,113662.95,0.00,0.00,0.00,304.15,1800.00,0.00,2660.00,120.00
1667,C,Qiubai,承影,No Module,36.29,206681.44,0.00,0.00,0.00,1027.26,261.64,0.00,2480.00,0.00
1668,C,Conviction,断罪,No Module,36.22,57343.24,0.00,0.00,0.00,1800.00,1800.00,0.00,3483.00,122.49
1669,C,Lessing,虔修对决,No Module,36.19,143494.40,0.00,0.00,0.00,1800.00,1743.01,0.00,3682.00,0.00
1670,C,Vigil,领袖的呼唤,No Module,36.16,32580.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1755.00,0.00
1671,C,Stainless,RAW,CRA-X: FMC-Crawler,36.15,0.00,107184.00,0.00,0.00,1800.00,1401.79,0.00,2723.00,0.00
1672,C,Silence the Paradigmatic,进取之心,BLS-Y: 可控动量,36.12,0.00,0.00,0.00,0.00,1800.00,1800.00,4820.51,5338.77,0.00
1673,C,Aroma,RAW,BLA-X: Lemon-flavored Childhood,36.06,0.00,74789.66,0.00,0.00,784.65,1543.41,0.00,1781.00,225.00
1674,C,Sharp,力战不竭,No Module,36.01,138820.73,0.00,0.00,0.00,1800.00,1800.00,0.00,3472.00,0.00
1675,C,Flametail,RAW,SOL-X: Their Future,35.99,52370.29,0.00,0.00,0.00,1800.00,1800.00,0.00,2138.00,0.00
1676,C,Friston-3,RAW,No Module,35.94,825.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1152.00,0.00
1677,C,Zinogre S Catapult,RAW,MCN-X: 狩猎之路,35.88,47898.88,0.00,0.00,0.00,1800.00,1800.00,0.00,3290.00,0.00
1678,C,Platinum,天马视域,No Module,35.82,190280.00,0.00,0.00,0.00,1128.57,523.09,0.00,1550.00,0.00
1679,C,Virtuosa,“黄金的狂喜”,RIT-Y: 音乐家的旅程,35.80,0.00,12586.67,0.00,273013.33,700.51,142.41,0.00,1441.00,1.33
1680,C,Heidi,RAW,No Module,35.78,0.00,0.00,0.00,0.00,1800.00,1800.00,55968.00,1260.00,0.00
1681,C,Siege,RAW,No Module,35.74,40609.52,0.00,0.00,0.00,1800.00,1800.00,0.00,2251.00,0.00
1682,C,Weedy,液氮大炮,PUS-Y: New Bionic Prototype,35.72,59450.00,0.00,0.00,0.00,333.06,1475.15,0.00,2133.00,0.00
1683,C,Virtuosa,“黄金的狂喜”,RIT-X: 强弱法,35.71,0.00,12586.67,0.00,273013.33,700.51,142.41,0.00,1411.00,1.33
1684,C,Surtr,RAW,AFT-Y: 旅游必需品,35.70,0.00,192603.84,0.00,0.00,1662.71,465.65,0.00,2916.00,0.00
1685,C,Quartz,RAW,CRU-X: 钟表修理套组,35.55,55133.28,0.00,0.00,0.00,1800.00,1800.00,0.00,7107.68,0.00
1686,C,Firewatch,环境伪装,DEA-Y: Field Sniper Equipment,35.53,140109.43,0.00,0.00,0.00,1583.96,524.51,0.00,1580.00,0.00
1687,C,Specter,RAW,No Module,35.52,56666.67,0.00,0.00,0.00,557.47,1800.00,0.00,3682.00,0.00
1688,C,Phantom,暗夜魅影,No Module,35.50,30516.13,0.00,0.00,0.00,1800.00,1800.00,0.00,5329.80,0.00
1689,C,Vigil,领袖的尊严,TAC-Y: 时光不再,35.50,76032.00,0.00,0.00,0.00,1800.00,1800.00,0.00,1905.00,0.00
1690,C,Nearl,急救,GUA-X: Improved Knight Shield,35.47,42550.00,0.00,0.00,0.00,1800.00,1800.00,41060.52,4620.00,0.00
1691,C,Nyamu Yūtenji,RAW,No Module,35.47,83756.40,0.00,0.00,0.00,1595.73,1800.00,0.00,2482.00,120.00
1692,C,Enforcer,惊爆射击,"PUS-X: Heaven, Here, Now",35.46,35650.00,0.00,0.00,0.00,379.31,1800.00,0.00,2177.00,48.99
1693,C,Typhon,“永恒狩猎”,No Module,35.46,90617.00,0.00,0.00,0.00,390.04,962.97,0.00,1702.00,20.00
1694,C,Mountain,RAW,No Module,35.41,74525.13,0.00,0.00,0.00,1800.00,1800.00,0.00,2745.00,0.00
1695,C,Whislash,鞭刃,INS-X: Whipsword Wire.L,35.35,50171.28,0.00,0.00,0.00,799.71,1800.00,0.00,1932.00,0.00
1696,C,Blitz,RAW,SPT-X: Shield Maintenance Oil,35.35,118727.92,0.00,0.00,0.00,1800.00,1800.00,0.00,3463.00,0.00
1697,C,Bibeak,异刃斩,No Module,35.35,55521.51,0.00,0.00,0.00,820.95,1800.00,0.00,2550.00,22.05
1698,C,Nian,锡灼,PRO-X: The Array of Chaos,35.32,86841.10,0.00,0.00,0.00,1800.00,1800.00,0.00,1200.00,0.00
1699,C,Mulberry,RAW,WDM-X: 宁心静神,35.30,0.00,0.00,0.00,0.00,1800.00,1800.00,58433.37,1447.00,0.00
1700,C,Rathalos S Noir Corne,气刃兜割,SBL-X: Noir Corne's Personal Notes,35.26,210213.09,0.00,0.00,0.00,1511.75,1800.00,0.00,8036.00,0.00
1701,C,Astgenne the Lightchaser,星图闪烁,No Module,35.23,0.00,57718.77,0.00,0.00,1568.81,1210.43,0.00,1420.00,180.00
1702,C,Brigid,可驯服的,LPS-X: 风的颜色,35.22,156156.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2560.00,6.67
1703,C,Frostleaf,寒霜枪刃,LOR-X: The Seamless Mixtape,35.21,58750.00,0.00,0.00,0.00,1800.00,1800.00,0.00,2260.00,7.50
1704,C,Mayer,迷惑装置,No Module,35.21,0.00,35440.00,0.00,0.00,1800.00,1800.00,0.00,1070.00,175.00
